msno,payment_method_id,payment_plan_days,plan_list_price,actual_amount_paid,is_auto_renew,transaction_date,membership_expire_date,is_cancel
meioJ4qdg7bVRnb9M8jrUbUTl13E9ImwR+o9tp0JkQI=,37,30,149,149,1,20170301,20170331,0
nR1K23p4tJCPSgTbYEB2bJcr8rAH6DwOCbaH6AqQB1c=,41,30,99,99,1,20170320,20170420,0
nVIrTNm2VGp5flujy/toSncF6UJCY3SEzZSDZTMawJ0=,41,30,149,149,1,20170206,20170405,0
oePm5n8C/3bUBCcx3ita9gQ2ROdJyWgJ5+DfrhjrcPI=,41,30,99,99,1,20170318,20170418,0
otzaeLmzmNy8/8P6WqH3lpiOZ8HcS5I5G3LU5tgR3K4=,41,30,100,100,1,20170326,20170426,0
pA3RGCKpLggs91OspD8LHCKHsO9UibKJO3lw2lcO3Ag=,41,30,99,99,1,20170310,20170410,0
qndzzIiePGSHhQ4igzhg0CBI2RAjbR/jvyw1gZD0TZg=,30,30,149,149,1,20170309,20170408,0
rJ48GaA+kXpvwPkncHmtbPk0oYQHg4qc2MrNYs9glq0=,39,30,149,149,1,20170331,20170528,0
rQKlwFJ/4nMttFYfNEbM27VnDbRZPGgf8BdsgOEZrJo=,41,30,99,99,1,20170303,20170403,0
rVRlJYLQFK4iImdt7WxIiBOk1czGIso6C+tICXdgK/A=,41,30,99,99,1,20170331,20170430,0
rouABGy3X0jkhaUluKqKeaIFuaI+gz+phcIdqzWEGZ8=,38,30,149,149,0,20170330,20170429,0
ryfHbXT9Ahj4O6AlZnY8y2c0hmK1a3qXnFp1nrZvpSc=,41,30,99,99,1,20170331,20170430,0
s+LAS4+v/DtgAIbySKKm/bKAtHuVmGTZ3wQdGkO/EY8=,38,195,894,894,0,20170313,20170924,0
s/lnJr7vxruGJgFEEdnAqvK2ZjP8IlYMWIOX22r3Tcs=,31,30,149,149,1,20170331,20170430,0
syCi/V0qrzB+etrh5OUx5o+nIQrjFpMuB5x8kada2u8=,41,30,149,149,1,20151219,20180220,0
t27tcU0eLV4cQu34dYc2Ap6sBEnfwW1rn7jnkzZJV+s=,41,30,99,99,1,20170310,20170410,0
t68rCy5ZA+ejVVWRgDcwsSX3+7MJu+tDilGXnRgiAMg=,40,30,149,149,1,20170305,20170405,0
v6lt22MaIrOxaeQOw0AmB04roSmhj92DaPQ8o4kiTzc=,41,30,100,100,1,20170314,20170414,0
vU+tq9aCtUbpkZNBrymzuZaP8yHnlBSbqxy4tu4rkhg=,29,30,180,180,0,20170311,20170410,0
wZ9vumqWH0WlmPH3g9I3QMAnEZ2qmsI7l9jZhGMX/rU=,41,30,149,149,1,20151124,20170625,0
wfAgQN/iMAheAJuXsrnNypdZK5wd/hmS47MG1N7kEVw=,33,30,149,149,1,20170331,20170430,0
x9/LSFLn4K/8+8Pc1u3XRw1JY8oMoK4aO45Y2KjplJA=,41,30,99,99,1,20170310,20170411,0
xXNj5FRYm+5LWy1J0yp2Itpu+b8SQA+aPoYnPeX9Gwo=,41,30,99,99,1,20170308,20170408,0
y+5hKrJTplpquf4yHaNfp1FpY85AKGmmKAZu5llJ5lc=,40,30,149,149,1,20170307,20170406,0
z9sg5AUPSTNBuAJqCWL7cq8AjVj5HTolu1Y1biEYhs4=,18,30,149,149,1,20170304,20170404,0
zWPYod6U7bn6rCXEtUDpacCmVNt+mpAP/HbwcG1Ld9o=,40,30,149,149,1,20170326,20170425,0
zXB3k9nN3duDjnyBp3icPjMjalWtQNYJQ+MZjiqpwxQ=,41,30,129,129,1,20170303,20170403,0
zjfO0VHtzjRsmhE5vfdGqSRNn7Hfi3MH6icd5o7LTtQ=,29,30,180,180,0,20170321,20170420,0
+MFk2CqdOcWZG+ckgzMEKyJCjxuM9C6dcViEF/NviZo=,41,30,99,99,1,20170307,20170407,0
0mYrMGxTlY/5Z6Fjbksl47p+jV+Nz2FfCZYLVDdFlPw=,36,30,180,180,1,20170329,20170430,0
1CAYkzzvr5OEfk94bDxAiK/qWuHPaOJS/NcThnBszzA=,34,30,149,149,1,20170331,20170430,0
1L+OOppbtKbYmmTuoUeZriD1PRd7rszQ9zbAUXKS53s=,34,30,149,149,1,20170331,20170430,0
1ycXiHgWLNOLVIA1VGZ0JH+AnBc1CRW6Yu3rzjDGWgE=,41,30,149,149,1,20170305,20170405,0
2DASpv3NDq0kHreUZWGT0NYfnJZvMQgGh+UJq/VpiTY=,41,30,99,99,1,20170305,20170405,0
2a82Yc87Z9MAtcNRX9UDC/LN0VQOIEmVYXqqsXQL2U4=,41,30,99,99,1,20170331,20170430,0
2oSQb3JGvUXzaGlnnB3AirkTBjrfbkucm3VOQ+HETKI=,41,30,99,99,1,20170320,20170420,0
346J1T8opdxBByNNAPC6s1SB4Mm7dbHAgMfXhx3ipKE=,41,30,99,99,1,20170306,20170406,0
4QoBFmPLC//dFmUGJYjIuuQouPLUK08cJkKf4/7KK+I=,39,30,149,149,1,20170228,20170405,0
4ehm6W1MGJRBIM1mvkul6gd/RfSDzldjFMz1XFpXm6U=,41,30,99,99,1,20170304,20170404,0
5DS1IXt+ibxJKI3OecCBeIga/M9oC/UoV+AExtTs9Ho=,41,30,149,149,1,20170316,20170416,0
5XXBJK6l0G7oFCHAXF+RwID4/eGqeRsQJebIBo+O3zU=,41,30,129,129,1,20151215,20170825,0
5dzySyLh7AW/v7qJOqIGqVLXTvrCZXhUnG7VdxerN+8=,39,30,149,149,1,20170331,20170502,0
5h9ukDV3CEkmKrKe5zqKUyCp40kY+hqn3cLJA+H2HIs=,41,30,129,129,1,20170315,20170315,1
68jaWjyhF3kbdabHRSpvkwQ0Ah/Hr7d9wuR9gpmzpas=,39,30,149,149,1,20170331,20170527,0
6H+ulqt6O6Eiy2wd/j8xiJ5wSDiINopg+W6tDiRdYIw=,34,30,149,149,1,20170331,20170430,0
6pV6coALbFF/3vSm5oExfZUVzrn9joBCoeRF79fx1wA=,41,30,99,99,1,20170317,20170417,0
7Hyml68+EA9SYz9pwh6eABr28KgrO1KW9tVzNbmcurU=,41,30,99,99,1,20170314,20170414,0
87orzuoDDGksEpk6xnPYB3PL43VAMIvAykvhLPoLNNw=,41,30,99,99,1,20170318,20170418,0
94sSQ8vHO7TfY0CiTTywARabTo1eJE1pHNICzrhKmow=,40,30,149,149,1,20170315,20170414,0
9U3UFTmue7OHKnWS/BXZaX4eV2xqRQwJT43lBF2zIkg=,41,30,99,99,1,20170315,20170415,0
BOFKVpA+XviwoWIY+65HLHcGZYwmHctqdP966eolPtw=,41,30,99,99,1,20170331,20170430,0
BcdN8YuzyRSId9MeXi8+WWcCGQpQG3AfGmg7QrzitgQ=,41,30,149,149,1,20150924,20171024,0
BizwMbizyPI3hVGeQlh5lPxZXAijXguRCTOv26qBgZA=,37,30,149,149,1,20170306,20170406,0
Bz5GBD7F9L21XZI7pFEKumFsnzUh0HTZPe6hDOFWEC4=,41,30,99,99,1,20170308,20170408,0
DNiFmJWshOGbSeja6coiT784/uPmhBWkhcEW1pqLfC4=,41,30,149,149,1,20170328,20170328,1
DWBZx+31uj0Q41B2oEQZST+8qD9wDzuxJfH4jWSLSwo=,41,30,99,99,1,20170306,20170406,0
DqdyHx72fF8LWUbCqpJnl64RpshkaO0nOtgmMeJTaOs=,41,30,149,149,1,20170321,20170421,0
E0wPQiQZW/wOxGsrKt1pbBuZUdtUAR6X715f04kcHd0=,37,30,149,149,1,20170323,20170428,0
Es1f8PK+gI3Bz+mXnkiim44cCzNI3C7Ux1O3ZiEy5D4=,41,30,99,99,1,20170312,20170412,0
F1I7/b+jMCoZB+zKh2U0U2QhGqNMc6t4W21aJLiKXOE=,40,30,149,149,1,20170313,20170413,0
GwPTWtgK8+q9MReH/YZJS+pU8sowlDwvlTWc10PgiNI=,41,30,99,99,1,20170331,20170430,0
HA2nimtyXLOx+H8HcButChWuWdg0ybXXzQPBB7rCirw=,39,30,149,149,1,20170331,20170526,0
HKURxpDmoD6GQstkFSSsPbIUo3xkJl4gLaNG95lM0mM=,41,30,99,99,1,20170331,20170430,0
J+P6lmIAkWjBZC3+4406WrXlTIiWJptVzXNWn21ZCyg=,39,30,149,149,1,20170228,20170419,0
J1xDox5pHOStRDhoiskjQjCjdYzgWzeEBPxaFE0ZQas=,34,30,149,149,1,20170331,20170430,0
JQFLREnIjrZ97uteSqf8BUPO/G3+09n9d4joKScQf2U=,41,30,100,100,1,20170318,20170418,0
JuD2j/k9qKY+nFp6DQnohSmJcjdq2zvj+rMhDsxb0dU=,41,30,99,99,1,20170303,20170403,0
LqhsEfx6bIhLLCbv+f4t8O1zHRBgouLfJWjxQX5fAGo=,41,30,149,149,1,20170314,20170414,0
M81l4sZxcDRYxhoa5Z1nWGEIfkTfgFLG5MqaW6ruLUw=,32,180,536,536,0,20170316,20170913,0
MN1G1la3baqE1AkQe1kr2jBEuCBBoUCURmksFbBean8=,41,30,100,100,1,20170327,20170427,0
McgwISkaIzCtS0aaVyh17WAekoG7Z+RKvBbwIIWamX0=,41,30,129,129,1,20151213,20180212,0
NGblWGUX0se0zsRDCh4LWdv97wJbX06rtQ6V5cCuGlc=,34,30,149,149,1,20170331,20170430,0
Nk83dr8/8R3UPJzCV/HsWGp6B3hzybj7fDkX/51/vHM=,41,30,149,149,1,20170305,20170405,0
O7rxozQULTUTj7BchtOGXCQgC+Lk0bqB/m2ZvXF0Mv8=,29,30,180,180,1,20170315,20170415,0
OCFpVHaw3O4ONnb8mJwdSd+q0jSD7YKk8f7G9FPE1RQ=,41,30,99,99,1,20170304,20170404,0
PtO8GiaYp9zOm0NYSLgQDCPpMCwI6PAQtBO2Fm8ERBs=,41,30,149,149,1,20150527,20181206,0
Q3JwT/zoLVrb5vibUFdF5P5XJBB8KywYJ4d5hcaMzVw=,39,30,149,149,1,20170228,20170415,0
QgE4hHPgg6ogwyJj3XLMpXYV6TupZ718DSlOQi0rEUA=,41,30,99,99,1,20170314,20170414,0
Qv/Gbm49xzjeH19GcMKKQqfI4uCKE21mGSfe0KBv8Uw=,38,30,149,149,0,20170307,20170406,0
REBIbE5Hej76SOkKY8MEC419WfjdspXol7sRKwNLSRs=,29,30,180,180,1,20170308,20170411,0
SESqkpRsr4nYzRCm/ebgOg9+DtVG825B9Yyv7mzdgTY=,37,30,149,149,1,20170327,20170426,0
TEOEdd7MuC3sTfwRHrW9N/dPG58OpcL14xecsLV1weg=,39,30,149,149,1,20170331,20170509,0
UDYt7PgadelD1jH/d97Jv4WBl4kYhs0U2frutY5/A+8=,39,30,149,149,1,20170331,20170508,0
ULNCljZ4OzJq2URpmNr41BHtJmnd2JVhf4qr1jXsW0Y=,41,30,99,99,1,20170318,20170418,0
UtvoKWAHOw2PGzE7dPI2y/xJZQscHNyUf+5Gyow8RZE=,36,30,180,180,0,20170305,20170404,0
VFUNjjL8vwMf8+PnQI7TlSCH4437RmbJpl/7Yq+aC6U=,41,30,99,99,1,20170306,20170406,0
VWeAqRAeqrDXevTcLprYPH2iw/eP2MawHd/kq3849+o=,41,30,99,99,1,20170306,20170406,0
VdmAob1wgPfB6U4g6cK4DVmuYG6SE70nTVcB3Y8ysrs=,37,30,149,149,1,20170313,20170412,0
VpsbRXNMVDBxZuKW3mLaHyc8Lur+xbw/dQZdUW7+0eE=,41,30,149,149,1,20150813,20190415,0
WYYnDAwz7IFXo+zDxeTLWEhwK7rFFOjY/I37HEyDb8A=,30,30,100,100,1,20170301,20170331,0
WePLYgkHPamHzLaD6qhIQUx2dIQiTPtJlzGvocq8SwE=,41,30,99,99,1,20170316,20170416,0
XWweRS+M0JV+tmluHxJqxexoRILvxm+/iH5xQQfZPWc=,33,30,149,149,1,20170331,20170430,0
YCS965OIvGxIF6jZDS9cGynClS7f7K5lynyiv9vGE4o=,40,30,149,149,1,20170314,20170416,0
YTr6XO6w0p7gJNHQ/63lCftr52fX0h0QGDNNQsSUX1E=,30,30,149,149,1,20170325,20170424,0
ZEpnYDWXQa0wa5UaoZIrcBKw7kHGkMlhILCyb5IJMu0=,38,30,149,149,0,20170324,20170423,0
ZcHdlJJ+PzHqIkwxg8wrTZRYsw/Cm59FVIjQLplLlkQ=,36,30,180,180,0,20170301,20170331,0
a8NezMmi/NaOu7xs0jSLAZcDzOfaJRQ3d7hXbS94+zM=,37,30,149,149,1,20170315,20170414,0
aAGSE2omK0oc+L/r5NgqRpdkGH1hULI/g4YeLPNiT/4=,30,30,149,149,1,20170307,20170406,0
aMnJ7oNypZlgXkrCW684KwZxdWI/umpCsLcHFtM/h6c=,41,30,99,99,1,20170307,20170308,1
bTaTBngbT4LBeCo9BTeDSUPyc3/N3zvVlRrjBJJkWZ0=,41,30,99,99,1,20170322,20170422,0
bzhdj6KwMJI0SKtAxCASNne0HFlVzvov9k+qPNdtV/o=,37,30,149,149,1,20170308,20170408,0
cRR6AwSiPM5S1iHQo09qOgDWzCqQurCawlRMfwN9Rfw=,41,30,149,149,1,20170301,20170301,1
dKpUZX5ZbtCCDqaNNOEKCDmMimN+8nCC4T1QqdkXUdo=,41,30,100,100,1,20170324,20170424,0
ebmGLeBQuiX6Ld+kJeaUwjaOUblqh3HbIkiLENVoko8=,41,30,129,129,1,20170318,20170418,0
ezBpQsiMDl1Uq/FECzEAPFEDAzjw/ccsVlci5ZuBl3w=,41,30,99,99,1,20170317,20170417,0
hTbLHzLe7HdvRId0iumiq4kkUXLniTSyxr5UGv+vcIk=,41,30,149,149,1,20170304,20170404,0
ik1KKKd5g1rQBOMHHf2HhI4paA9YROnGeLVJqc6O4HM=,41,30,149,149,1,20170326,20170426,0
iz/pxZkY6LXDnRjOcdxsxRSBd5sGPA1sPjG2sTzy7FE=,41,30,99,99,1,20170309,20170409,0
jW0rtD3sb7qb1I+wjjuj++4LT0K4xTHnXiQqUZJsYJM=,38,30,149,149,0,20170304,20170403,0
jsMeeFymYUO0XnTmhzi7ee/Lb9V0/Y3sDTZ9Sbf67ew=,41,30,149,149,1,20170317,20170417,0
lYhLk/qu76IDltS4WfL8doPiTw/rTJB6X+6huBTw3Lc=,41,30,99,99,1,20170303,20170403,0
lbUU5Sjy+CJzSruqUdsoHGyN5twQV0xTKhNNROzKjtM=,41,30,99,99,1,20170331,20170430,0
mTsW0HtlYzACkUTdMMtmzT3EwwpaAz5CE1CQFHxh/Ds=,36,30,180,180,1,20170323,20170424,0
mv82oDm1tP7+wwPjGFAkK6Y9TUfLNahezFF5YHDBK9s=,40,30,149,149,1,20170305,20170404,0
nUld5pX9LJWQQHvkGlARyhd+nye92Ma2Hd3IOH5UyBM=,41,30,99,99,1,20170320,20170420,0
o/pnhxslYFL69frPMxYYTCoBt8ABIQWa18XiHXA/PYI=,41,30,99,99,1,20170331,20170430,0
o9fT2gOeL32aG980fy5IcSJ3nhIvtogd7GCtl+JqEoc=,36,30,180,180,1,20170322,20170421,0
oe0PiT3J1kFAqv7WTy9KIAo4cQgMo73G4lFZ7K4IO94=,37,30,149,149,1,20170327,20170426,0
ouYwK1h/MpusCRmWmS+FxzkIf09C6hQ48yiiOAcsRkA=,36,30,180,180,1,20170310,20170409,0
p9oN2LbUrHXbto6YfO6DhqnNeEfqZoAu3kFoZbWxW7E=,40,30,149,149,1,20170304,20170403,0
qzo8E6i+Bxaf76cPXQkvCgAJpOQucoRGl3yrRqPhcKs=,41,30,99,99,1,20170307,20170407,0
rKe/EQUVIdPBwWWEYHiXufcElQAXeXTq24xZNtnjgRc=,41,30,99,99,1,20170304,20170404,0
ryCKDRv2ZAp3R5erqmdaEVyHkn3AJr6mqoLB+5Eu04g=,36,30,180,180,1,20170326,20170426,0
rzIgngawWFWG2BXaHHkqjoWThBarjhpBC2pq66i6eow=,41,30,99,99,1,20170331,20170430,0
sgFknU2O80dig3/kNVkErNK00296h2L/glDTvIB74Os=,39,30,149,149,1,20170331,20170507,0
uJ5S66IMT3+eIfwveHIMxJBgls+v2wNQzlVCfTDpCfc=,41,30,149,149,1,20151115,20180114,0
uJ5S66IMT3+eIfwveHIMxJBgls+v2wNQzlVCfTDpCfc=,41,30,149,149,1,20151215,20180316,0
uTqUgwuTozL0zaqgPksa8Mx6rAPi31XbsnscZUEPYtY=,41,30,149,149,1,20170303,20170403,0
vHknwSsOSR3uocv9OLc48rBrmrvMHyH8u5usHYCMJkI=,41,30,99,99,1,20170319,20170419,0
vQhCwfFq5cJh9gE7GrnpRsMfuAlIKfTyIcpB6wmkHls=,41,30,99,99,1,20170322,20170422,0
x5bfb+cWzTPqQ2tvcg6PMXB7eW/C3HbBMyqqrNzoDPw=,29,30,180,180,1,20170326,20170427,0
xG1bjTg+9vYFxFZ+2ui4yQ7vsvA6RxDvA5k06GhRtBM=,33,30,149,149,1,20170331,20170430,0
xJ55mZOkeJeBsHryh5UG16LWDnpqK17IcPfyS/aU8TQ=,33,30,149,149,1,20170331,20170430,0
xUP3Igu7WD3xlMtJMrh/ng2oRg4wrmyuCy4JtG3nWtE=,38,90,447,447,0,20161219,20170615,0
xZe2NyaeCva1O8A1KLdRZ677Jt6mhf7DgzQ17qK1P5A=,41,30,149,149,1,20170325,20170425,0
xjy/IkqQvX+w3/XCM/aCT8fek3XpfQVlxRyBTc3Bzjc=,41,30,129,129,1,20161018,20170516,0
xm6dZWTKzYTXxrT7Uovjlk5hqjUlrUJOUAkbQlyq7LU=,39,30,149,149,1,20170228,20170404,0
y7KOn5drsIYZxhaU5YdgmGS+mH2yakp9WiuIINlEwts=,41,30,99,99,1,20170314,20170414,0
yzJ5oDlsjxa2EhQLzRqyvPewfqBUiimfJW3odskwdQo=,39,30,149,149,1,20170228,20170408,0
zcmKe9XH4AT4lWzf7XmrGjVn8KbHhqqHLtIAM4i2NJg=,41,30,99,99,1,20170320,20170420,0
zhbUWvrUsiiw/rmxf0+V0xKffy4MIMex/+kDM5m34II=,41,30,149,149,1,20151115,20180213,0
+/FuHSzqTF4R2reguetRXUTf7IdSJOFqQV84JulFeIA=,41,30,99,99,1,20170323,20170423,0
+HqeVdYW4WhtAbszytWEXAPd/NH1aLk58YhzKB4obn0=,39,30,149,149,1,20170228,20170414,0
+ljIjlKMjJ332FO5Hi5uxhML4mjsNWQdq/VYeG6rNnc=,41,30,149,149,1,20170321,20170421,0
+xDZGhoTnctmhFwcDL3LDNJWU7AYmXRIxElr1IcMMtk=,41,30,99,99,1,20170331,20170430,0
/1Zuu2KcN9YcVM/TGdYhqzc3oz8521/Wb2AJzlpTMfo=,41,30,99,99,1,20170311,20170411,0
/e17f94atm2uoFKg8burKA2+0NXCG77goguSVZ2QSe0=,41,30,149,149,1,20170308,20170321,1
0/4CoEYR0RriHsCcE9xNlbLeiiWyWBVKMOXTXykyasM=,41,30,149,149,1,20150625,20171025,0
20pIBM/c7DrLO2scUCbh2h4xNX+7/pGJXTMHAmLISq4=,35,7,0,0,0,20170220,20170612,0
2SJviBKBCb3BXjpwhYswA/SAL7qnaQ0oR4mo39souXc=,38,30,149,149,0,20170312,20170411,0
3YE4pdjh1j8Bvtjb/CmAvm81rJbaaRvlbaI2mUhygNE=,31,30,149,149,1,20170331,20170430,0
5QCLDkSeIySuRGteuWbNa8kXNuDlA1jO2y8Fv34ylcY=,41,30,149,149,1,20151110,20190112,0
5fqj9v2ubMdscerDvWYWSXAaTfEA5cWvmvt+PuhRxGE=,33,30,149,149,1,20170331,20170430,0
5hwSyNRIt3pUBtVxLO3z2dTMCp1uPSJVRrp4gTk9oCY=,41,30,99,99,1,20170320,20170420,0
6PnG+KMJktmsghI11joRhQbU8eYduNxVMbHmVFVfN9I=,38,30,149,149,0,20170311,20170410,0
7LtKDAoOOFjt/SYDef6ssny3wHVlcC1rf5pEtWoEwW8=,37,30,149,149,1,20170316,20170415,0
8tWEW3rSPQK0kRiE46zVFi4BuQFfzIBtAQrnWzMn1qQ=,39,30,149,149,1,20170228,20170413,0
9DKoeW/z2CO4MsBTvaf+JshOx56Ql0aRTUNE4rnKwrI=,41,30,149,149,1,20170316,20170416,0
9nrisxxPVlAVks6CTOEdYUZ8plSE9wuyIRgLnILJB84=,34,30,149,149,1,20170331,20170602,0
BVVsQxRE+xqlnnCfTh6KQ5WClqQvRIzPtTVM9RlrTtI=,41,30,149,149,1,20170315,20170415,0
CYyyzfrUQVOVPum/MPc74o9gIdw6Ywg19ggUZM1M13M=,39,30,149,149,1,20170228,20170428,0
DPNJiS5WvmUu9ZVfTq+s1WuYvmXaXH0XP0X0QUWl4k4=,41,30,129,129,1,20170220,20170519,0
EmtM2Y7dlUWs65ziNTsS52rZv1t9cPXu7UkhbCVW9GE=,41,30,99,99,1,20170308,20170408,0
EvyhscHp/oXODr7UTZoHpaNfEldwsccyaruyH+Q4Oww=,41,30,149,149,1,20150520,20170919,0
EwE42/wotSnHnuck23gAbVmaLnHY1EMPhlsy7KD3Zzc=,39,30,149,149,1,20170331,20170521,0
F23W2o6DPdViVGfyt5kM1HrTUdEPqbqZRAXK/cfncK8=,41,30,99,99,1,20170304,20170404,0
F8lCxu9k4XeYJM7190oT5mbXySVMh+/yywHMNpC+380=,37,30,149,149,1,20170307,20170407,0
FiMpdpcSqmCSzrkO/fg8RvghAjOXmaRAy3ljbUETwck=,41,30,99,99,1,20170305,20170405,0
GNXFxGUEL75h/6hFWXyh806lprTY/F+Xdt590TV3Km0=,36,30,180,180,1,20170302,20170402,0
Gr83rGB/1WBka9BidGGXR4urWcPBdaaouX+sS5HCbKY=,41,30,99,99,1,20170327,20170427,0
H/rPnr17ThQfKwLK7oWRQQd+3Wmgd0yzcVxDFSKM+58=,41,30,99,99,1,20170308,20170408,0
HDwtzcvPDmXEl/WeNB+2Ajh5ty92sEKmlbS9i8rquJY=,41,30,99,99,1,20170327,20170427,0
HGdEGuMpIrUgz1K9Nu9udi6zebClgzECPBEzDEQDVTg=,36,30,180,180,1,20170308,20170407,0
HtnQv6sQugS2hvVvU6fKMGVYup2G75Xecoar1KCY1po=,27,30,149,149,1,20170314,20170413,0
I2qM53MDCZq2ZOnxjNufF7J+RpXC4BJ/p5QvdXv6BlI=,41,30,99,99,1,20170307,20170407,0
IFHeaZlEwUsdhngIDX19ggYFYOW+cri1854wcqH/ioM=,41,30,149,149,1,20151012,20170514,0
JJXGDaZ00Vt5EYAFeMwb/caSEq0Q69xbx7qno+MvB+c=,36,30,180,180,0,20170314,20170413,0
JRojCfGWsjcDTe9rFqU8VwOA+RtGQLxjtM5FSqrMWY8=,41,30,149,149,1,20170314,20170414,0
Kw+Q9REoFzIPzNiSB5BXJdcitW9/CgWVFdxEW/XB8Jo=,41,30,99,99,1,20170304,20170404,0
L2bdG/KWiJIkXt4EOzNiEpXHxv5wOkoxI+2vxoaeAO8=,41,30,149,149,1,20170307,20170407,0
L2vBDKkpNMXg6YUbi/X4bFHdSrmb15zlbe6W00EN39k=,41,30,99,99,1,20161023,20170914,0
LOUMVisW/4DNrEsulwObcePD7ONu+FwdtfYA5MaC0uk=,41,30,99,99,1,20170308,20170408,0
M19QjGxvQCnPpzGzUyvbkDn5/Xok7T8/Qq+am9zHQEc=,39,30,149,149,1,20170228,20170416,0
M3+Kq0MZyXvjMsSW84So/oNLJUv1urdm6CsWxjTiqFo=,36,30,180,180,1,20170309,20170409,0
MWJtZjlcaaH5zdbDa9oA5hYWqpv2cxOd5Fhb1IV57xk=,39,30,149,149,1,20170331,20170528,0
MhJULTlQcqAjuQlhgsspl4s/0UPJJioJHdBlHOu4sbY=,41,30,149,149,1,20170324,20170424,0
NJbae3UGZYUVBgSeFjKUR5YvDbzXi4GRR7CrUIbqAoY=,39,30,149,149,1,20170331,20170518,0
O0nDK9u2RjeeNnsFnDMkVb0EYPOc4IwVWVTOdzZ3hRs=,41,30,99,99,1,20170311,20170411,0
O0qExxanyI3T1Gap/NJGa9mB1qVfdWIvFO+XIOtQZVE=,41,30,99,99,1,20170308,20170408,0
Oij5y2G0MQdROK6BHQkcLoly36aU21+OF/djwbTQOYg=,41,30,149,149,1,20170325,20170425,0
P8cIGBEwOBbwdrJ7i1qx+yqb+AKTiNB0Nic+aumSsJM=,41,30,99,99,1,20170331,20170430,0
PQPAvFpKwHeF7EKxQPB4Yet/V7wCMHK5V9AGSZsTv9U=,41,30,149,149,1,20150602,20170730,0
Q+ywCrqOujAlqQOVxlXBGFvTbso+L9EWxXHHtiR7g2E=,40,30,149,149,1,20170312,20170412,0
RKhU9nTVwk8aeTi45pAGm6rkRsGWNWsq6qnE8qlqd1Q=,41,30,99,99,1,20170302,20170402,0
RrrlFxOnnzj5ay4+46oPGshEMKhdkeUk0OgMTNeReDA=,39,30,149,149,1,20170228,20170418,0
T1G5lWWNsuFNYLzI9md3TlYd270kRNXqPpnevnEQouk=,41,30,99,99,1,20170303,20170403,0
TDppPlb+VDT3CGNwYFpMjpNiQEdPPzGvWCbVQFy5lkQ=,41,30,99,99,1,20170320,20170420,0
TPQB7gbA8T+oziEKZeBLaHR06SOuyHLhEfG3YK6P3Xo=,15,360,1200,1200,0,20170321,20180319,0
TeRH9zQFjp/VA84qPAmekesDHcYpVa5o9lyS/f8QeYk=,41,30,99,99,1,20170306,20170406,0
Vl6p8xoO0irzPs30YCJ9VHnxI1Y2ir/JzgZhjUigoto=,30,30,149,149,1,20170306,20170405,0
Wa70RkbgW6ztl2F2k3Mp4RRQC/SJn9IEfAo7eSIqoH8=,40,30,149,149,1,20170303,20170402,0
WplrJ3Wb04zShLumyPFZNdXE/ZP3AuxJoqYRL066i70=,36,30,180,180,1,20170320,20170419,0
XOzKRh9mQoNrWMa9JWrnYV7uCjOuBVY4mCuQWnSasOA=,36,30,180,180,1,20170315,20170414,0
XZcX9dn7u3uYJvFdAhGqWmZKLhsxb/6AjjKwh9COvc0=,41,30,99,99,1,20170317,20170418,0
XkbbNI/uyxB6FY8UuqEnfCLFcPQbaUBEMh0XGazfQvc=,40,30,149,149,1,20170311,20170410,0
YHxjXx41p5y+XNg3WuqBcOvBPJ+V5rWpfJPnMWorp4k=,32,90,298,298,0,20170306,20170607,0
Yf+7vUoFKPrUU2YEQ+hfy6iQQ799c2JHlXJdaUVi6Hk=,41,30,129,129,1,20170327,20170427,0
Z3dcfhQJyIE2Ou2ghKM03kc+r3YdRZK08xKlvrhsB2Q=,41,30,149,149,1,20170331,20170331,1
ZaK1T5y6BcC+F60syuX5G0kLeFDnsAes7UQ3xjFEJ1o=,31,30,149,149,1,20170331,20170430,0
afF8Z3/vkmLwCJqOwrlLgHYMBJsNy1TBKAGsmeXBDZ8=,41,30,100,100,1,20170322,20170422,0
b4BoPvkBZOUG+FkFWPZ9QYnf4aUsUX1RqBcdxW2Ka/8=,37,30,149,149,1,20170325,20170424,0
bM5sU+58nX1pcgH84XIS9ddvdg08WtWMoYcuUHKGw1U=,40,30,149,149,1,20170311,20170410,0
c64ABtOt2vrCJEJQIcSjPB6ow54MtCJAyC1HhEycEIE=,41,30,99,99,1,20170324,20170425,0
cG1fK8a+9SN6Z/2ifwiE7YzrSlsGIOGcNxRBTUQTOsY=,39,30,149,149,1,20170331,20170602,0
cHHYsbVcnZeyhCJuGukrI244c/fn9Iq8t+UerXXGi8M=,37,30,149,149,1,20170316,20170415,0
cc1ayw0M5t9gYo7lScG/GV+Kfj19wm5adDMR6cp/p0Q=,41,30,99,99,1,20170312,20170412,0
cecRmmNRqQDgLclXkQmm0Y/UG2/a8CeHHwD3hmHZl/s=,33,30,149,149,1,20170331,20170430,0
dHnrk7CXAd47hZrOjk1p02bsqeTYso7Pigkfw3Uk0XQ=,29,30,180,180,1,20170309,20170410,0
dTHMpg9P+VC35zLIjIfkvTKPRuWtsnGVF+HfdN8gT+Y=,41,30,99,99,1,20170304,20170404,0
dTPoEDMddQDaa0lI5454V5qgfXzbWpK7zYVLqBd0gTA=,41,30,99,99,1,20170319,20170419,0
