msno,city,bd,gender,registered_via,registration_init_time
oXAFaAnE8YBMh66z8lkQiA9sS6d0XHYCcRtwMfjSiKM=,4,29,female,9,20110521
cym4WOModWIL9vK+guhYPu3KuT/F/lS/hsS/A543/jg=,14,0,,3,20140112
nEo9/5Kuln58YuwQc8Qjfa3Vx56q5YHNJvsmxRTD0/A=,1,0,,7,20140117
gyGe3BL+MBnsbZoGo+fevzAsNwoSvKCpV3UWKkWpcds=,9,26,male,7,20140120
Ft7A7L0nxxR3uCKIGT6cOcZaB5DEDvEzEP1GHJ19R1U=,1,0,,7,20151226
lRi8rt9l3l19cP46pqEClv8wkZq3s+M6ol3Gfz1ERqw=,1,0,,7,20160104
oAUj96R9fSNdyCm4eHqEmfuANWNaPCmfzYBdxSsgt5o=,1,0,,7,20150504
Zn6uTKEUkNk4L+EhY46emC6nzlnZQc8z+PBZXywrbdQ=,22,0,,9,20150704
TtVa0tDqLYU8yMbXgGuWfcMKA/mGG+57/hVr5hMFybQ=,1,0,,7,20150711
qxsj1VpG9I+4eZr28JtrJMjXFVWFs25HWAcxYUTsHjw=,6,29,male,9,20080504
mt6LfTe1B9zRiyZjZLQG6u46k/pNeyDU7AzDyMqniuo=,13,34,female,9,20041122
ytHQs1HOiGwUQcvcEPdr03ww0dYWp29NP6ocsGP7De4=,10,31,male,9,20041205
5v0KFCVm8vK32XFOzVdVvd1EXuUE46evP32ta6FhaPo=,5,32,male,9,20100805
1pRv+aUIZjLsy8zCV5S4lYIaoAR7N2Zw1pOY7azLVi8=,1,0,,7,20101227
w+jxiOEavT4Fj+E60EJNW9xySpqS8/6/1xLCa42Xs2M=,1,0,,7,20110119
7lbMPp6wiU34cnulTBsRXU9MfyTlAQt6kqSrBmSTq5o=,13,32,male,9,20110128
c/zn3dyQ0yYaXAewf5mm/YzL0VCGUTHhr3xeDefk/k4=,1,0,,7,20150829
uRiMOQ5oJYQte1aBw1pfTFXbVGZe0lDNbFzMMd0mtUY=,15,0,,9,20150908
cGqwSaB4yVZIbSoM6jJljOYh9MmWq6Sl05g+48IXqWs=,1,0,,7,20151013
fby3QzaQTlo1ZviT5pRW9bWZBWIs88S0meihUThHA3k=,1,0,,7,20101124
BItoMG4R0TQi8ea7IUZFjC+EZPTt/NG8/zJqHjHywAU=,13,0,,9,20101213
7iILtzIh85+xnfm0F0i+VmaWpW4ED8abCfPu3vtXkaM=,15,20,male,3,20131022
2WwOpKqFq9COe7yuH6FJSAAYS3Op2v2Vh9+6ndmCFsU=,1,0,,4,20170118
UaiqRIY6rIK8kdwn+sGxbqRq9ChWHCULUoioZ3i4D+o=,1,0,,4,20170201
SqazNtiDQ7zfXRXnsZdI9baOOaosuXZIOyIDxREe7gY=,1,0,,7,20170204
ZsnueDc8cCWYXP8JjkwJAGQdLsJdGkEu4Uet5tE4OxM=,1,0,,7,20170208
lNQb4wW1x/KtG9WzvhfHzlRZqgR+qP8poj2ePWCTpMU=,1,0,,7,20170211
2V5vfzR60aPAGIng5pHufbEnEw65o/z9a8AkJXVjP6o=,1,0,,4,20161122
CYcWbsDC6zEsf2GIseDV2QO17RGecZG904lZXshUeu0=,1,0,,7,20161212
JdJKdb54J30tIlyn62en8X8qtAWYtxH9IX7gv1L8OB4=,1,0,,7,20150711
+tsJ3fKfWKDN5F72lrtgFHlTg3ebnrAu9x+kW4Lknc4=,15,38,female,9,20070716
1rT6oelLFLs+XDaIcZTAi2Ryl4yqb8fXloATcXf1wkE=,15,21,female,9,20090204
U8ek7/wJcZ9BBw7LrR/2fHS0AY0DHDMY4JrZ3G/TN4g=,5,34,male,9,20090207
xzq7SxZ1xgJ9uSYSOh/JmMGf2/YLKGS+Al3WFnzWx6M=,12,26,male,3,20140317
N9sF5VlvCTAPISImT41/BuztlHGJVI4iYuFKeZA0EtA=,13,29,female,9,20091010
Z4/5c0yjGsxob98UjjhnuANNxUGLkwmeihJvhqiQyKU=,10,18,female,3,20130922
daRmTO8WFNQX1HdA5Xnu+zusu2/W7YpVprIU+IADKDA=,14,25,female,7,20151116
N3oHNXooKb9OR5zunot9/4vg1DQQ+/MvwqrRY3hg32Q=,13,31,male,4,20151116
eTHu7YcfzXv6zEpjQDsxb2oUyfwiSdMh4hvcKQBoAxw=,1,0,,7,20161013
5pJQ+ysZf/9UHCLy/XPcp+Xsffquf4OVvB5Lgrwkuzc=,4,26,female,3,20161029
+/FuHSzqTF4R2reguetRXUTf7IdSJOFqQV84JulFeIA=,1,0,,7,20140429
HGdEGuMpIrUgz1K9Nu9udi6zebClgzECPBEzDEQDVTg=,5,23,female,9,20080601
6sAz4+iF/ZqDQwF7BsNK1hpYee9ExMGg1e8b98q5SVI=,1,0,,7,20151116
gwpOVsAdjQRjC5RJHhi1gt3AwNJrgDiFZJ8b4FzBAnE=,1,0,,7,20151122
N6fMXmgS4aswSwZURk20la3R9UMz5lLeduTfcyKGu1s=,14,36,male,7,20151127
PnjcLatbzYREEno8Ay8z2t+yIpYgrkBwnbEZt3VghjY=,15,25,female,3,20121012
HPXuLcGO14X30p5VWp0LjPqJpM5iyHPRZNFywaN/5sk=,1,0,,7,20121119
ujrBIajuwDQCmI2MwfJcYR7kNqAtLuwvyfPGnQjTVC4=,22,21,male,3,20121225
9wqwd5gf+h++HjEHjmqPsNz2phtT0zwFoOqlTf6rQFE=,1,0,,7,20151112
xZzr4jxOfybGIBMo4Xeoow4GggryPkBLyvWRkxQ9PsU=,1,0,,9,20130319
BxiNmoG3FYyTTh5bptQFaaR44GmIofAiYbw4qEfCVtQ=,5,28,female,9,20040328
cxezkFnLToN2DfJyAW1yo464GyhsfRD0G+LX0xWuNf4=,12,29,male,9,20050310
I3t4AqkSmjxuzPVhkBKwnbxEkjOa7NI0GcJQLRg1y9Y=,6,33,male,9,20051026
MslWy1JvrSSHvhlZb7UX2qfyAfciGJj22TbiBMcw6NI=,22,21,male,9,20120816
hT6C3N+peFHIV87aWtiObxR/T+HXKOkGG6zXacIBxmg=,21,19,male,3,20120822
dFyUm0x4NThEfaaSVjuHQJbSW9+oQ70Csyun6ZjRrSQ=,4,47,male,9,20120908
AP7xrzjkRXRZaW8AS6/TjRohm62CHJnniJ+g1bq1SfE=,1,0,,7,20101006
JlYN9gQtWK9RePwWrjauK8t9q6OYnvXckgMdITNqXpE=,15,54,female,9,20101018
0/4CoEYR0RriHsCcE9xNlbLeiiWyWBVKMOXTXykyasM=,1,0,,7,20101111
D9u9rRR/BvP1hmGySQvkrQnEeQ72Z+On1PrenPklF2c=,1,0,,7,20140504
S6j2eI0Bu7ZMpKV4/VGdCJG5d9x6NSVyv+F1LvPwSGA=,13,25,male,7,20140519
IdgS8/lQOhHzW8wReGXVRq1br3J4GmwSr+cOgVHgEoE=,1,0,,7,20140610
Tk7K4tnh1sITIQ1A2c7KmvC9dMSgmwD7FcMhtaw2cIU=,1,0,,7,20130717
UV1c2j+2mKa/QpZhkAcvFODUyLMKDZ0trAIit0o5XO4=,1,0,,7,20130802
WX39Dro8sCtXYKpeKIVtXrnx2v85L6pRXPjDkOhVMC0=,1,0,,9,20150223
G98uCwvaxLItNBE63qapJFuwdITeEMMx86DPsdrfPg4=,7,25,male,3,20150308
UNEavOGgM9QjfrYXYBkudTwhcqKLIZDehRxvOP5jM+k=,1,0,,7,20130809
Yu4EoBqYCwOEYolETYn9RJUtQfDYDri3/2+DXzZpk40=,6,22,male,3,20130809
9M6d6Hp3fXHANkFFBKu3QcqjpzNiRuKF3lo5H1S9km4=,1,0,,4,20161111
L2vBDKkpNMXg6YUbi/X4bFHdSrmb15zlbe6W00EN39k=,1,0,,7,20100618
rtbkcLf1B5ACNwz0qLjuZTEpjx31INXBbj9JeZUb8Es=,13,31,female,9,20100720
+cdajXzuxoC2Zt1/vE4wfg0zURQF6QJ8CJXHLUWh+X0=,1,0,,7,20151003
TWcx+xlbJULSLhk7fFRTXPCjhN08asnjvsldLxRrxVk=,1,0,,7,20120221
Vucmq76vmCdYLCofwZcd163CirGfXlC0Z4RFIa3d+jY=,4,32,female,3,20120331
NDLwJX3cZa9Y5PFnzyk/Z9P8VbaHrWd7w1dYLn5o3B4=,1,0,,7,20120408
bcwQDeUv1MSmTTqJu1JaVoC7qH8eAWk3Z4WI2qhHxRE=,11,31,male,9,20120411
Y1OxIEbro7xBVtNcEQAJXSGL7P91lx1F/LFJkX9mWlE=,1,0,,7,20120421
LbhviF6zMTnV42oobTM/MLg/IzyQv85Ue+Y8WvtBHU0=,1,0,,7,20120427
cLlXuoJhHXxHCXmPp0aIt/nn6dpmnlzlWelwyFQd+9c=,13,25,female,9,20160910
Vs1/RaqqrqOgm02bp5S0DuwuZk6h4XdD7kpcK/CgWE0=,1,0,,7,20160916
a0JMMnVWl7di4dL13y9ryRXc7Ml4CNWBKBu26gX6+kU=,1,0,,7,20160918
8S7j3PKmQz3ZrofYUaJC9En1ZXT7WJCErF6ELCKfY9I=,4,25,female,9,20150504
ojmlhsufHNgl8Tp7Zbv2fyJ8JpikHtivGIISc4+FoBA=,1,0,,7,20160107
WKFIz6zKNOZ2zPzrXGmcKbUGjESKBXZ8D8U8U4GM2E0=,13,30,male,9,20100904
qKZJuxs57oTV5R1dRqmG93GLpwHTE+gCqjS8Ayv6Fyw=,4,49,female,9,20100912
Dj0AVO+aFKbg4kcjhgZXyJ/hbv3SlS5qxYta9ZkHuSc=,13,30,male,4,20151025
cm+/vJ12xd2UevEvl7FcahusaVf5xMo2z7wM1s4K5fs=,1,0,,7,20151031
UhyErvWPstCKhLpucFJzbmHMzun18aN3TOlf1szMZgs=,1,0,,7,20151101
Sj1lu+kxvKsj2NtENub08USFypbvKhI/mNFWjB9IWDE=,21,46,female,9,20050725
fzsz99wqeeipPuF4p5uF6xQMlisYnCvb0ZjkH9lQ9xo=,5,0,male,9,20050922
gi6ryxuYESFTRlc3EZoMhX/K9Rv3VAgm8qIsDBoowwI=,5,39,female,9,20061030
q+kZywutj9l1NYtoRntwFr/eQQXfCy8tWw3vZza6KiQ=,13,28,male,9,20070131
QDO5M6MBryKJjhOaW7W4OQEWCb0JUSOLNNTaFrSXm9k=,6,26,female,9,20060413
FVE8s5MRKh6VAPUkJC6tWjqAR/A7ETK0d19NmzcHJ1c=,13,30,female,9,20111110
EDIfNyVB1Jf0JD7eSBREEooXBxA9gr4TW6EnMsjc++Q=,1,0,,7,20130820
/glR36xawthb4TMBM5/8llSTj7S1uiIN1hmfanYhGzY=,1,0,,7,20140622
xxGA1J/SpMwNMJ5SulKE0UVaGw70L54pPDJbmjSeRYI=,13,25,male,9,20140705
CV8OHqxnLlISzU7Y9tPadmBFfODZfO06hYGHbiV58Pg=,1,0,male,7,20110924
ceq9lYMa/FBtscfiagGY4P4E2ysZabVJjDlNPcNd5ho=,3,31,male,7,20110211
JH/RgXNOJ3QCMeT9SbEqCjw/w6CH7ZYVC27JsaaQbrQ=,1,0,,7,20131127
xFSGuTbNa5yvQy56mfbxcXvgkILv5QTZnSyszrwJ3GM=,13,26,male,3,20131205
6NmI7I598gzfROme/1Tn16lKd2gHsSrBXD0mA4mPcXM=,1,0,,7,20161107
4Ihp/gxlM0NCsNuGhNqSeoYPOBPueAV+vy5qNxl4qFQ=,1,0,,7,20161118
F1wzL8fddbcILUWGLlM3SQ2mwiDfdfz8c81SiYBd8YA=,4,28,female,9,20110828
mA4MD6rm0ep7wNcxoFLA2cMTHcPHNV0MiJG0qSW+jJ8=,6,0,,7,20110830
H9RDQeFgiS4L7SWvEcqdvh3Cl/Q8/QLPBnNwOIvsrpE=,1,0,,7,20110902
5ZuCpm5S3mY7Oz4ua+8NtKme2GHS2dyzkODFT7BcTEw=,13,35,female,9,20050408
yxQT/yUoGYSNa90kbA0etQNevMsYIYH81GmcOEjjDog=,10,25,male,9,20110828
e+kLSC46eH3WPAjhG1Ezd+vTNXsRi/0wwQ+wQMf7HXs=,13,0,female,9,20110914
z2hPbP9qFI6i+ocL9ZnFQv5xse7PR+mYMxSXDs9U7EE=,4,32,male,9,20040328
SP4frr0Vn9ZbofPSBAVvn/juhSjbdOP30KM5u1ilnCU=,22,41,female,9,20060526
z815qeQZnjAnR/AKXjuR6umXuzWITOraQ3Wr/MWn7ig=,6,36,male,9,20061119
ieXBlRWC9Swd7ggZkQqPuvN/emNAGk1WcwbCiaePBdk=,1,0,,7,20140817
jA+I81bmuvc4O/UmnIh+/KfIwt6L11udXVcsnyMs89Y=,4,23,male,7,20110611
jAAaXQtkveKMldFwjg8gNr8KKkmymZ8eH/RWH7+uPD4=,1,0,,7,20140529
NfhiD6hS3tTDKX/8rkpasTKGayYzh5UCFORct1lNPVQ=,11,23,female,3,20121013
Rw+LFAdNxfaB/ysJnyOiZG4s2P2iKars4THhmC37Zrc=,15,23,male,9,20121108
CeNlMfrzk29ZyHpba0T5bMnp5lXnjnmD/Un01TvYPqQ=,13,22,female,3,20131124
PexHaNxgkm+juoi0tCvRuDKVlToPgN5/LmXOfv9PxtA=,20,29,female,7,20131217
WGPZLrSz89SXDyExBHcgL3mt+gRZSrWMRut5tvsaNZ4=,1,0,,7,20160716
VviLGZlpSX/i/beX/oeQ+T9I0x/t/0hWG6RWFW8zBbQ=,1,0,,7,20160721
VOM8O3A7p572blvSYapquTWDgL3HylBVaLQn/n0lcx0=,1,0,,4,20160729
7M1MmxpZJqJrdIWDve7qOq+AOZzHH34xdkK9k0AOz2g=,9,105,male,7,20130723
R/pifBBSgAJoJrRSXGNdDJBIQwOMp/tmUVRQnDhKsVg=,1,0,,7,20101111
s9XWjHyknrIm221XSwfn47t8+UY4TrjdaPsoEdL5CK8=,15,32,male,9,20101129
07Jsi3+Wx+AVHrWxbQ3TVmVJW21+Y+5Y+IaKxCs4UN4=,1,0,,7,20131017
10a8SkCsMujavPxVO6HZapuFl2QHsx+NXSst60OLIMs=,22,31,male,9,20040326
UwJ+5Ufffc8eCOTiGI6kWQRkXsGkAgbC2JronVzZSHw=,22,21,female,9,20051109
8iY+/RWAw43WZm11ucYFMLY/m+mI/RJE2wtqnHnB3qs=,22,31,,9,20150111
Lf++lWOq+HhYmXoTjdDS5w3okPuj6C4oLRnSRkq84G8=,13,26,female,9,20121030
FKXCEj+F/LSjZ8tZg6yCFWblQlHq9clLnSyNdEp0jMI=,5,30,male,9,20060308
WCP4iRbIS2vQj6j7P9iMAvA0jx8Xf/Ovfk30YXYqWKs=,1,0,,13,20170131
rvHicIkIrGoo8GzhDxBrZupdPLdgFq8KhAZMjnIV4yE=,1,0,,9,20170201
hcqFX7xLscUu8+63ZVOebtFWHG+5QyOpB27/0JkTU9I=,1,0,,7,20121019
c5vqrirNpvOV7Y3xz/FSnir9AGs6TsLu4EsLkR5XS9E=,13,0,,3,20121026
zHlPIldpQ2pTRUTQeVqZgUihycowGmP0HFcVbV8WRK4=,5,0,,3,20121219
hBNfKVY5vvNjeQlW07/HYa+YY1FBW9Z7d9fogGurGnc=,15,31,male,9,20120720
c3Talx1GkbRW6VOn96KtVGcqxXT59h375lysXBWGAIs=,14,22,male,3,20120729
7p56jdaajZiEkfB2D5gyubYqtPl9Op2QVg7cNURXqII=,4,29,female,9,20120907
/TMe6P8UKiV7VCE3C44WXLfkJDa3gM96lLUdmal0bxM=,5,25,female,7,20160722
GcfU9OF4Z6NkTzODVri7/T3SIBHeJCQm8jK2Iej5E8M=,5,31,male,9,20111031
Vav2LhWfN8ybhhtIltHsBvuk0/ljFwO024K+AxRmwOY=,6,40,male,9,20111207
xn2nuMwgzAqGtAVz+/ex9UNMz4AYQhaJq8AuHG78130=,6,33,male,9,20110928
/wEeF60nDy7EO4ZuroAb/5FSrH3AMsS1rcNKYRp2Hco=,1,0,,7,20141121
brNxF6+Jv2Qwg/ai85JBa9TZ5fw4RjCNYaKsdFYreQQ=,1,0,,7,20131228
XC8M/K3FxC/FhCgwPjYUdKXAL3cmVNTAurQSS/QJc9k=,22,24,female,3,20140117
NX+v778yZXlAM/8BOrJpBOlx84jTSmTbCkPHW0/C5/g=,8,21,male,7,20140125
NuBNhDhKFzRAnShZBESUVPfq/KrNKpOYbT4nV3qOSYk=,18,26,female,9,20051203
sQYaHF7+TszOI71j1oOQ+UheKb0vhYrTrTv0IKaKmxo=,13,20,,7,20121015
WpkqipFuPmlpCgumr3hWeJaOknyqywL6ByFnjWvy2Xs=,5,25,female,7,20161107
0w1uOkXu39aYvTe+FnW1VV0jRCRt0lItGe4xYduIDzQ=,4,24,male,3,20161109
KIeEzvet/i10zsLj59lm5HA3Gtux25BMNsc8YiL+ZIM=,1,0,,7,20161122
izSSyeOAeRwowvr+DDxWsiEiW+O35ODTdKhXby04hlY=,1,0,,9,20161128
PfTepJE+4ilMfnwtAYY82FSrfFtSl/q1CLn/zggEDeg=,1,0,,7,20110809
h89WS4tLlqaUPQB8LB48tq7d84udB6V/nxJiToOk6DQ=,13,0,female,9,20041206
+XBeaXKR8warBylAi3Dnr8axua6c0VVP0zP6Ky7sVIw=,4,25,female,9,20050921
0VNL7TPYKsLKE7H+Lfq/yI2hx447b7bGso0034p6YaI=,1,0,,9,20170117
MHSdy7fpXFOY9Do+LwP4N6rv3oQ/ao3jPh70a0OhbEU=,1,0,,7,20170203
L+bbWEw+HwgU6T/BRQy0GC5c2rVqN69YiKRoLZIDiaQ=,1,0,,7,20170205
KFGiNuaIhCGq2FWpc/rQPs15T4MQaVsFksfS0HEeccg=,1,0,,7,20150828
fbzsfO8xpXb3j1SUg5mH/PtDbiCNNojus1uzKfHBR1k=,1,0,,9,20150906
2Hpu4lrsl12N8UpnlGEKzfO/WUjs/Dp9SI/aluQIR+E=,15,26,male,3,20150918
b6TnAyblhBIDIZ1Op4OPUIPXbDD46TcstHxdfjqzxws=,1,0,,7,20150923
OxPdpCFXN/5sP1JCjOLXlVP2t9cNo4S6DWnLQKmlVck=,4,33,male,9,20070604
dmTDovGPDRKu05NXVlhxBXUaoE8cYO+tIxEZFFWxi/A=,5,22,female,9,20120123
exj5kxN6PVl5c8xIx/0LqEWaMPpjhR4D/aEyVYkSqRU=,13,31,female,9,20120129
0jDha7AkgnQrZO2HEWzOHwzZj1HYGAl55X1H2jgRp+I=,1,0,,7,20120310
6I9HxB9mobvuwhxWK/bHGh/2vhjuMdn3U7cbNFFcNC8=,5,29,male,9,20120405
TN6gsV9HExWQPSuTt9ZfUxHfYMz/XNlwNE1V+/CKwcY=,6,18,female,9,20110623
FLJl166NW1InFe+XrtGkovuqowpsbseD3nZPtzCkMC4=,4,30,female,7,20110813
vys60Amti2xRZ5OWOxGqrT0yBfmqURxhfYmagRZ/o5Q=,5,22,male,3,20120928
nMWsUtPdlt3VXhKddR2rY2nybJlHkz39h7Mb+wyFSpc=,13,37,male,9,20121106
BE66kVXmrZduOjTRO3ce77wV/2hSurbJKr0VlqgPPAc=,1,0,,7,20121116
Dm5abhQd7r3KCrrxbCAp6eoztg+VqeORFMxxKD2MPUY=,1,0,,7,20121218
Q10nLE55NfSy5tLb/o3N330Wf5G9swZi1Rc3v9iBiRY=,1,0,,4,20160731
hIUAA8v/sTi7iVu5Pp1joe9xNptyVXGxwOHLukygAqs=,15,27,female,7,20160801
vcLe/SoUaFYoYFH1pn1KLDrPPFV38uCVEbP7qf1KgjU=,6,38,female,3,20131110
qIKpkG3HFXPZoGNai9Dboy9g590lZnXT4k20kFRyZu4=,10,0,,7,20131210
P9KsCwkd9NegERxQUAmrXq+vvaNgbkG5Fjilcos9G7c=,1,0,,7,20131213
9CuLwYh3a72ds82Rue4DJ0KvIslLLlD8Br9ZDSD3uL4=,1,0,,7,20151127
bgKLG/fm1woyjU/c88jLHixRsl71lAuy3ERYDoknnlk=,5,55,female,9,20091026
1q8TZjQwI8dVeYw6/0dfLg0GtzL7GruOnle0B2jLn2I=,1,0,,7,20151207
q2ucSJ9VmqkTgBNYVLf0aFc0WgPCX/eGq4LX7UQ128k=,16,22,male,7,20151219
P6ugL1hvG6U785dRCHB/SuYhjOJArqfsBMCkdtfCbAc=,1,0,,7,20110128
dnR41ZJUE4xrc1Uxerd1/f+oIY/JhX01Nt4tbBL1hCo=,1,22,female,3,20141029
Carl7DuE0m5KSryfXp9ypveMUchdK6V0K1gtougZG3A=,13,20,female,9,20100106
l2mnm2LuPE/ZExuYOk7QRzoiVmX/Nck1Ii0ZGGWISnU=,22,19,female,7,20131220
ExpbDVJH21X2MtSjSIMHQhWGMNx9h6ooITQ7BhTmC14=,7,28,female,9,20070403
GzJC0g1gPVVkmzssSKWwcsdKqd3K1zeaqkopB5lER9k=,1,0,,7,20151219
9CKyLx2m5z6GmyZDPi5EOZx+qx7bODRXq7kIkZ/u/Ko=,22,28,male,9,20110627
aAe1kIbbl4CQXPPWWE8FXnttDWAgGynJeZ5Eq2GBb1s=,4,49,female,9,20110708
S+Ma4KZpht2At5IosKsQ8WM6g6XiNaO++YW6f7K4quI=,8,25,female,9,20101114
7I9C49mVJ9zKZ7cO+BgqHrEwP880oy6iMoUlORJ8lnc=,1,0,,7,20101208
Yydj872DZzlPCqFhYjHWRIEWFJaacxZrzyNa1MEipzA=,13,25,female,3,20130623
aMbRFF9TVgCYBOnvg+N0QZXTkpMinKH5jRjtSsLN3Vs=,15,21,male,9,20090908
FbTttu59X8a857GYkQzXmRvx6Wi3ZOmmrM6FZJcGvbg=,5,35,female,9,20111010
QPIE3gCXhkaKAtuKylnAuXN9cyTK4THmHiXYE4xgTgg=,1,0,,7,20100924
hsxs7petEqgGK85Kr6LPK8rM2R2hzFzSiMSwuQ/zqWs=,1,0,,7,20120307
xfnAU+Q8E3wsIF7P25gkOVDyF4nJ+7QuwpRUJZ3JxoQ=,4,0,,9,20120307
z0NqU4nimZnZ4+gRnYqCDMXC+I+/peAaLlbmbnI9qpI=,5,0,,7,20120416
D7k8sv1U/Qbdh+kc/4q+txgahhPOB0RqvUNUlXz39n8=,1,0,,7,20120519
2sA2ROqNST1AfLMofAadtj3d9O0DvQZGTJhFGx0q/o8=,22,29,female,9,20070715
iApTXTX7/v2WTItCXjg2VmKF/Ea2LudoaGEKos+i/SM=,13,34,male,9,20070616
6ixDm3yjPvoeWvAlE/QqmtLotksUzWkZBJCiuw7EXkk=,1,0,,7,20160716
J/GHgsp7I09XSLEWjgftNDDyvZMq5cIaB3oh/ntsvOk=,13,0,male,4,20160716
y2NYeEiLiAkxMb0+OcI8IC0GzMtOqBl6qQlFLoZwZ3c=,18,30,male,9,20040716
CYyyzfrUQVOVPum/MPc74o9gIdw6Ywg19ggUZM1M13M=,9,31,male,9,20080612
NQt95amHxA3I5XTXpR84AL43lw2gIPL5uTMInjqALAA=,15,36,male,9,20060704
bKJzDIE+uDczGyHHJdl5/a51pKOhmeBa66++IcPg08c=,1,0,,9,20160415
9DDjqRkDk2p3yBtXH0Kl1cp51KVxnw7cCuXLJ/AW5SY=,13,21,female,4,20161227
W4YnDw/FVrnNTGXChuPh82JTL4yTy+/1BcojPARDmQY=,1,0,,7,20151110
a0s/ey14Uu3O+xJxBuI//NYfi5T+5hhKxDEh6g0cSIA=,1,0,,7,20151112
M8le0ooIHdcfOH0APymwrUmpcMGE/OMnicbQ458UmmM=,1,0,,7,20141121
9dCc9SDG/Lv3TirU8QIIeuGmTgU5QAdgXv18onodck0=,22,47,male,9,20060812
fu048ID7KpgeRS0VikJxKDmIDqnVLAONh3pwgzSp2ks=,1,0,,4,20161120
sRL2z9feDzDl3sAuyvUQb5mV/HSzHj1pGUuGokSUPxg=,1,0,,7,20161224
2WsvTpN0sgOsqXk5Paxt/thfArm8BrD+JDO3ecLJ3DM=,14,25,female,9,20080128
SIByf8ooK5um3oZvrxgdPj/yfHo2Nw5Grd2r54iskjc=,1,0,,3,20140605
N/Z7RPuAGnmVZt9frWrxtk/VARWXvunKsoQrnYvpcbY=,1,0,,7,20101109
lHtYscRpKIHD6uz36MXGIbDLFFxKCvjSsN8nA75jDF4=,15,37,female,9,20101114
TwwDTnAD5HDJF6DnGBZnlVkrOqipunF7rHI73ZcQr9Q=,13,35,female,3,20131026
OygVVA3eCqZTzrS+s5wuZrUBeIJ0UExJqh/Bvp5aucQ=,13,27,male,3,20141127
qC7QZ/DsRS27v/lo5MwZLTuGycSG0Xe3xU7EUQanBb8=,1,0,,7,20151118
NvMepilwfIIF5xXRXi/MfRasjsBuIUt7iRJHm07fImY=,1,0,,7,20170128
r2evMu+v2k8pnxPgUwfy5w+8puBuRoaAugLsZJxmcPQ=,1,0,,7,20110218
6DIkVvo2VkHTky6fGFhLlAD56Nhv/txOzvOhZIK5eXs=,13,27,male,9,20071216
01TK0JVnubiFIIhrQk/hJcZIdKmK0bvDHvXk383cniM=,1,0,,7,20110615
0bxt1sLRSbdi/6BdQ324TSW5W0hMGOUcz4ONjoqpEXI=,13,39,female,7,20140510
MqyBGBXjb5Q/QLGwCEkLJJgFOd7AHjrylIrXMVFl3dE=,22,0,female,3,20140619
WstG7J/J0GAoYts7eOnvOPPIM6lzLZkzHA6RANKN6vQ=,1,0,,7,20140623
oYTqpnek7aepYRUT0IJGxw1wjuBSFSyrGEyxjr2DDI8=,1,0,,7,20110801
/+m8trVSOOtu12mKMq86bLiCOBVeqXxKbWaEaLYDBNA=,1,0,,7,20161109
cffGcKtrUNB3+4QT25AOVd5cZV3k6RT7clINcA5UpeM=,4,26,female,9,20070527
CwzsulMy2swIl1A5Cu22qiS3LHVuTVA/jeLz1306FKQ=,1,0,,7,20130520
5QCLDkSeIySuRGteuWbNa8kXNuDlA1jO2y8Fv34ylcY=,12,28,male,7,20130710
aU/KeSiAzG8dVdePBbanUjTTtVfv48546qtt865baFw=,1,0,,7,20150812
yYIgYlz3JBTwgFK4C5cfuKkjoF3ycchYot2v6Mdp+1I=,13,25,male,9,20090117
t9ey9MJcGJcDwoijf0rnxWyWrW2QzpSWMicGx2+FVmk=,5,24,female,9,20070814
CJ0n5aja2K2bsTEL3J4Xx1H6ek3pvpx8xytFez44oiA=,1,0,,7,20150211
M8xLUzOd65jMxpKWRrufClywXKBXNE0SHgk1qcF/VzY=,5,38,male,3,20120317
YLeWA4YRE7YXSZKMmK3AM/z8wP6r6IDRQkOKLezL0j0=,15,0,,9,20120516
IuPRaaqhoSIn8tStLk6Vq7vjTAJxqtlsiFaEygIFk28=,22,22,female,9,20140403
Nf7ANhRqcdOrU+ywD+pyjqX2b6Fr/WUYKKetJp1e7B4=,13,37,female,9,20080619
/MJP87kcQyxhdFxX7tjfSjyu+EVVt1lgPSBO9LO47Ns=,14,40,male,9,20080823
ysKXrQTa1PgKUvBgFdFVl5MdsmhTKW9kl+hN9o1CzhE=,13,40,female,3,20160806
c+u7/mi7mmiDZbZDhzOh7Wm/Ip5KEJfluk+j6JD7AZY=,22,33,female,9,20100502
B4sHBnhH3biGUiu/gsa9dN9dVysyvVoigihSTSu6DBA=,5,59,male,7,20101018
Q/8FCDnHBHcYJc4Z1Pj83xoOluos+OoLLWr+M83hBcY=,3,30,female,9,20040327
EZNNEqMVzJLvTNIhPKj3zv9Luot0L1hez9tQFbLRbfg=,18,27,female,9,20041030
N/KurX8sOqElRbbxJrjv3xl1CqJsUQaPpHe8I8QRd1M=,1,0,,7,20160724
JoSpFxDbv2ctoF1exKFmLEzKQ8f9QO6auYHSrPmncnI=,1,0,,7,20160810
QMxf5861xKuJzOrbMP3K6uYp33cXqTalXfLf8BOdJ80=,22,26,male,9,20070518
ufq8Z66QY7eqavgqEB+HbY6qpWoXz2LNbyDNf8Bq0TE=,5,36,female,9,20070530
sjYnmYtTYvhfFmd08Nf/98YpCTZVNJ148Mtx3kOH0AM=,13,32,female,9,20090816
4CCwOBFySLL6fy/BKl9y7Hf0XedVMGLHDrsPo5cpcYw=,13,34,male,9,20050419
24J9WI+DMWLfbayZaMOs8YG7B6aJ9av0qKhcEwouKCQ=,1,0,,7,20110905
